LSOA11CD,LSOA11NM,Mean_Price
E01001387,Ealing 032E,477621.76
E01001521,Enfield 028A,477644.21
E01003260,Lewisham 021C,478277.73
E01000182,Barnet 029E,478415.63
E01000156,Barnet 022A,478843.65
E01000868,Camden 015D,478867.06
E01033132,Wandsworth 002H,479395.41
E01001803,Hackney 008C,479580.06
E01002770,Islington 004B,479625.52
E01002017,Haringey 028B,479928.46
E01000766,Bromley 027C,480226.98
E01004499,Wandsworth 020A,480515.59
E01002196,Harrow 022D,481225.53
E01002005,Haringey 035A,481453.20
E01000309,Barnet 031D,481491.26
E01033486,Islington 011E,481812.50
E01003828,Richmond upon Thames 020A,481859.96
E01000562,Brent 008A,482123.54
E01001938,Hammersmith and Fulham 025D,482206.65
E01003791,Redbridge 027B,482364.86
E01004498,Wandsworth 031D,482414.34
E01002109,Harrow 008C,482469.62
E01003156,Lambeth 023B,482566.56
E01032782,Tower Hamlets 033D,483155.76
E01002192,Harrow 016C,483369.25
E01003953,Southwark 028A,483511.57
E01001475,Enfield 013D,483655.48
E01004023,Southwark 004D,483790.21
E01000921,Camden 003C,483822.65
E01003945,Southwark 033A,483866.49
E01001302,Ealing 039C,483962.36
E01003261,Lewisham 021D,484326.46
E01002701,Islington 023A,484437.58
E01000924,Camden 009C,484466.12
E01001195,Ealing 021A,484479.32
E01002929,Kingston upon Thames 007A,484517.26
E01002563,Hounslow 006A,484559.17
E01000318,Barnet 019E,484589.78
E01001072,Croydon 042C,484651.34
E01003428,Merton 015E,484784.86
E01000180,Barnet 029C,484959.38
E01033707,Hackney 021I,484964.65
E01000192,Barnet 018A,485225.98
E01004482,Wandsworth 030A,485723.84
E01001204,Ealing 018A,485765.41
E01001656,Greenwich 034A,485837.77
E01001947,Hammersmith and Fulham 021A,485989.58
E01001736,Hackney 012A,486369.17
E01033711,Hackney 027I,486519.32
E01000747,Bromley 042B,486750.47
E01004598,Wandsworth 025D,486784.63
E01000220,Barnet 037E,486990.00
E01000228,Barnet 007A,487014.14
E01003796,Redbridge 018D,487077.30
E01001832,Hackney 009E,487107.89
E01003896,Richmond upon Thames 014C,487373.68
E01002725,Islington 022E,487833.33
E01001759,Hackney 016E,487890.44
E01002757,Islington 002C,488160.94
E01004476,Wandsworth 021C,488237.32
E01000953,Camden 022B,488685.62
E01000314,Barnet 032F,488744.19
E01002016,Haringey 028A,488795.49
E01001887,Hammersmith and Fulham 016B,489257.40
E01000119,Barnet 009C,489469.51
E01000258,Barnet 016B,489607.31
E01001886,Hammersmith and Fulham 016A,489666.41
E01003919,Southwark 021A,489827.23
E01004157,Sutton 016E,489956.97
E01003011,Kingston upon Thames 004E,490244.07
E01003792,Redbridge 027C,490568.64
E01003882,Richmond upon Thames 014A,490761.50
E01004637,Wandsworth 028E,491330.14
E01000168,Barnet 003B,491474.79
E01000697,Bromley 007F,491683.21
E01004091,Sutton 022A,491724.97
E01000907,Camden 001A,491789.96
E01003823,Richmond upon Thames 023B,491818.54
E01000256,Barnet 016A,491871.05
E01000861,Camden 019B,492093.98
E01003118,Lambeth 029C,492189.26
E01004046,Southwark 028E,492227.87
E01000282,Barnet 008E,492480.00
E01001108,Croydon 035E,492594.97
E01004591,Wandsworth 005C,492655.70
E01004505,Wandsworth 014D,492733.74
E01003856,Richmond upon Thames 003E,492844.72
E01001454,Enfield 017D,492908.39
E01004050,Southwark 024D,493256.04
E01002938,Kingston upon Thames 003B,493455.61
E01000858,Camden 018B,493738.96
E01000807,Bromley 022C,493770.25
E01001587,Greenwich 016D,493903.24
E01001381,Ealing 034D,494250.30
E01000810,Bromley 025B,494317.58
E01000236,Barnet 034A,494404.77
E01001908,Hammersmith and Fulham 015B,494448.47
E01004696,Westminster 017D,494630.24
E01003043,Lambeth 018A,495080.17
E01001232,Ealing 031C,495382.20
E01002228,Harrow 003B,495456.23
E01002006,Haringey 035B,495595.27
E01001532,Enfield 028C,495655.01
E01003158,Lambeth 023D,495766.06
E01000534,Brent 033D,495812.33
E01001580,Greenwich 021A,495985.48
E01002991,Kingston upon Thames 009E,496064.12
E01002134,Harrow 029B,496129.19
E01003102,Lambeth 004A,496307.61
E01001303,Ealing 032A,496427.88
E01003094,Lambeth 010C,496543.24
E01004756,Westminster 006E,496932.77
E01000559,Brent 018E,496948.25
E01003867,Richmond upon Thames 011A,497152.12
E01001909,Hammersmith and Fulham 015C,497478.02
E01000938,Camden 024B,498075.44
E01001756,Hackney 021E,498119.07
E01002060,Haringey 028D,498186.06
E01000695,Bromley 007D,498778.00
E01001385,Ealing 032D,499092.51
E01002434,Hillingdon 007B,499252.91
E01003116,Lambeth 029A,499254.59
E01002537,Hillingdon 009E,499738.53
E01003095,Lambeth 012E,500362.86
E01002995,Kingston upon Thames 013D,500715.83
E01002933,Kingston upon Thames 004A,501041.38
E01003946,Southwark 033B,501760.16
E01000203,Barnet 028E,501872.61
E01003855,Richmond upon Thames 003D,502463.18
E01001586,Greenwich 016C,502489.32
E01000547,Brent 028C,502501.11
E01004622,Wandsworth 024D,502613.40
E01003015,Lambeth 002A,502805.56
E01001899,Hammersmith and Fulham 013D,503005.21
E01004071,Southwark 030D,503498.20
E01002762,Islington 011C,503530.40
E01001353,Ealing 033A,504050.66
E01000814,Bromley 028E,504443.40
E01002788,Islington 008C,504467.96
E01000775,Bromley 024C,504613.78
E01003383,Merton 009D,505341.99
E01000797,Bromley 013E,505404.25
E01001831,Hackney 009D,505466.37
E01003200,Lewisham 009B,505850.69
E01000178,Barnet 027B,505904.68
E01002691,Hounslow 029B,506012.19
E01003009,Kingston upon Thames 001D,506304.23
E01032803,Southwark 003J,506963.20
E01002146,Harrow 004B,507079.05
E01003834,Richmond upon Thames 022A,507423.84
E01002799,Islington 018D,507822.88
E01001725,Hackney 004A,507984.38
E01003109,Lambeth 003E,508441.79
E01001867,Hammersmith and Fulham 012B,508771.70
E01003198,Lewisham 009A,508805.06
E01003746,Redbridge 001C,508983.00
E01000532,Brent 033C,509201.28
E01001852,Hammersmith and Fulham 007A,510177.69
E01004052,Southwark 024E,510737.75
E01001567,Enfield 022C,510870.57
E01003954,Southwark 030B,510997.32
E01000275,Barnet 012A,511407.84
E01004112,Sutton 016C,512520.96
E01004641,Wandsworth 011E,512558.15
E01000219,Barnet 037D,512843.75
E01003013,Lambeth 036A,513134.16
E01001785,Hackney 015B,513193.37
E01001456,Enfield 022A,513379.65
E01000770,Bromley 012D,513541.84
E01003356,Merton 009B,513613.92
E01004510,Wandsworth 012B,514310.36
E01004486,Wandsworth 026F,514976.96
E01001990,Haringey 034C,515149.83
E01001241,Ealing 024B,515912.40
E01001234,Ealing 027B,516656.17
E01001960,Hammersmith and Fulham 003D,517446.51
E01002790,Islington 016D,517504.61
E01004540,Wandsworth 003B,517878.42
E01002994,Kingston upon Thames 016A,517957.71
E01001872,Hammersmith and Fulham 012F,518053.17
E01002144,Harrow 004A,518177.08
E01002458,Hillingdon 011A,518363.22
E01000579,Brent 032A,518635.89
E01000912,Camden 001D,518988.18
E01000833,Bromley 021E,519402.64
E01004708,Westminster 006D,519459.60
E01002775,Islington 014D,519589.49
E01004719,Westminster 004B,520069.85
E01001289,Ealing 022C,520442.52
E01004624,Wandsworth 024E,521284.39
E01001236,Ealing 020E,521748.35
E01003824,Richmond upon Thames 023C,521749.80
E01001274,Ealing 020G,522200.99
E01000973,Camden 010E,522400.38
E01003811,Richmond upon Thames 018A,522467.30
E01002862,Kensington and Chelsea 014E,522727.55
E01001891,Hammersmith and Fulham 018B,523822.29
E01001794,Hackney 011C,523949.40
E01000505,Brent 018B,524162.83
E01000507,Brent 018C,524546.08
E01003478,Merton 001E,524642.51
E01000904,Camden 012C,524926.61
E01000928,Camden 003E,525375.30
E01001198,Ealing 021C,525383.06
E01001931,Hammersmith and Fulham 011B,525476.93
E01001305,Ealing 035C,525808.78
E01001608,Greenwich 027C,526435.33
E01001737,Hackney 012B,527503.87
E01001209,Ealing 013A,527666.16
E01002712,Islington 015B,528039.57
E01003029,Lambeth 017A,528431.41
E01003775,Redbridge 014B,528516.83
E01000945,Camden 023B,529149.35
E01000295,Barnet 023B,529688.36
E01004516,Wandsworth 036A,529693.06
E01001868,Hammersmith and Fulham 012C,529701.96
E01000255,Barnet 017A,529733.85
E01002960,Kingston upon Thames 006B,529735.75
E01003007,Kingston upon Thames 001B,530776.70
E01001585,Greenwich 016B,530787.43
E01004015,Southwark 028C,531077.38
E01002955,Kingston upon Thames 002C,531702.10
E01002937,Kingston upon Thames 004D,532104.20
E01000653,Bromley 016D,532145.27
E01004294,Tower Hamlets 026B,532236.96
E01001861,Hammersmith and Fulham 006C,532802.98
E01002879,Kensington and Chelsea 005C,533279.09
E01002961,Kingston upon Thames 008D,533557.53
E01002771,Islington 004C,533618.51
E01001962,Haringey 004A,534038.33
E01001890,Hammersmith and Fulham 016C,534378.72
E01001871,Hammersmith and Fulham 012E,534514.51
E01000480,Brent 006A,535091.40
E01000546,Brent 028B,535182.19
E01000504,Brent 018A,535295.08
E01001197,Ealing 021B,535315.71
E01003890,Richmond upon Thames 018C,536210.71
E01002793,Islington 016F,536231.69
E01000680,Bromley 037A,536852.60
E01003870,Richmond upon Thames 011C,538799.31
E01000115,Barnet 009A,539430.33
E01032573,Hounslow 029E,541031.70
E01004508,Wandsworth 012A,541211.16
E01002013,Haringey 022A,541306.84
E01003865,Richmond upon Thames 004F,541629.17
E01000932,Camden 013D,542031.48
E01001200,Ealing 025A,542753.28
E01001988,Haringey 034B,542791.07
E01003807,Richmond upon Thames 005B,542978.22
E01001913,Hammersmith and Fulham 014C,543029.22
E01003473,Merton 001B,543176.63
E01001350,Ealing 027C,543323.23
E01001531,Enfield 028B,543722.23
E01003008,Kingston upon Thames 001C,543778.74
E01003952,Southwark 030A,544116.25
E01002059,Haringey 028C,544331.47
E01001965,Haringey 009C,544909.70
E01000872,Camden 005B,545282.38
E01000852,Camden 026C,545397.75
E01002113,Harrow 002A,545533.71
E01001835,Hackney 014F,545649.87
E01004678,Westminster 005D,545871.60
E01001657,Greenwich 034B,546505.07
E01002906,Kensington and Chelsea 002C,546538.49
E01002907,Kensington and Chelsea 002D,546538.49
E01002780,Islington 014F,547057.75
E01003444,Merton 010C,547318.77
E01001843,Hackney 023E,547764.55
E01004720,Westminster 004C,547929.55
E01000215,Barnet 037B,548527.64
E01001738,Hackney 012C,549002.44
E01002227,Harrow 003A,549333.33
E01003161,Lambeth 023E,549851.06
E01002482,Hillingdon 001E,549888.53
E01003835,Richmond upon Thames 022B,549892.53
E01002777,Islington 012A,550172.99
E01000545,Brent 028A,550430.19
E01000186,Barnet 014A,551117.21
E01033604,Westminster 009J,551353.47
E01002905,Kensington and Chelsea 002B,551566.28
E01000759,Bromley 034A,551627.81
E01003167,Lambeth 028E,551893.26
E01002722,Islington 018A,552065.34
E01004534,Wandsworth 008A,552180.50
E01001942,Hammersmith and Fulham 005D,554166.50
E01000303,Barnet 020D,554783.66
E01004475,Wandsworth 026B,555122.20
E01001452,Enfield 017B,555248.66
E01003384,Merton 009E,556923.50
E01004106,Sutton 022D,557122.36
E01001354,Ealing 027E,557302.46
E01000585,Brent 033F,557562.51
E01003837,Richmond upon Thames 022D,557600.24
E01000531,Brent 033B,557827.95
E01003795,Redbridge 018C,557941.98
E01002759,Islington 002D,558023.84
E01000869,Camden 015E,558855.99
E01004316,Tower Hamlets 009C,558961.95
E01003789,Redbridge 018A,559213.30
E01003123,Lambeth 006C,559330.08
E01001535,Enfield 028E,560398.98
E01001416,Enfield 013A,560576.49
E01001641,Greenwich 038B,560658.81
E01001208,Ealing 018E,561191.76
E01004757,Westminster 010C,561286.22
E01002703,Islington 023C,561305.62
E01004592,Wandsworth 005D,561880.90
E01000549,Brent 028E,562240.71
E01000538,Brent 004B,562693.04
E01003863,Richmond upon Thames 004E,564252.46
E01001300,Ealing 039A,564290.37
E01001201,Ealing 025B,565481.61
E01004632,Wandsworth 028A,565501.66
E01001281,Ealing 013D,565673.67
E01004586,Wandsworth 009C,565697.83
E01001805,Hackney 009B,566499.80
E01000906,Camden 012E,567222.73
E01004676,Westminster 006A,567236.87
E01001954,Hammersmith and Fulham 003A,567717.63
E01033490,Islington 022H,567757.05
E01003874,Richmond upon Thames 006B,567918.62
E01002728,Islington 021D,568336.88
E01000301,Barnet 020C,568766.91
E01003206,Lewisham 007E,569473.82
E01003817,Richmond upon Thames 012D,569680.69
E01002698,Islington 017A,569813.31
E01002934,Kingston upon Thames 004B,570336.09
E01004307,Tower Hamlets 015B,570411.91
E01003838,Richmond upon Thames 022E,570467.57
E01004232,Tower Hamlets 003C,570580.08
E01000249,Barnet 001B,571100.93
E01001945,Hammersmith and Fulham 004C,571345.23
E01002147,Harrow 004C,571911.22
E01002194,Harrow 022B,572262.31
E01001844,Hackney 022D,572509.62
E01002756,Islington 001B,572535.32
E01000970,Camden 010B,572648.36
E01002747,Islington 006B,572851.57
E01004297,Tower Hamlets 027C,572911.11
E01004480,Wandsworth 026C,572939.80
E01004502,Wandsworth 020B,573437.94
E01001782,Hackney 026C,573569.31
E01004490,Wandsworth 031A,574029.79
E01003425,Merton 015C,574098.37
E01033706,Hackney 027F,574256.63
E01032771,Tower Hamlets 033B,574619.32
E01001804,Hackney 003C,575000.00
E01000650,Bromley 022A,576058.18
E01001299,Ealing 035B,576216.35
E01003035,Lambeth 012B,576479.74
E01002187,Harrow 009C,576603.44
E01000826,Bromley 021A,576827.97
E01003869,Richmond upon Thames 011B,576977.34
E01004485,Wandsworth 030B,577341.41
E01003884,Richmond upon Thames 016C,577541.44
E01001028,Croydon 038A,577655.99
E01003886,Richmond upon Thames 021A,577697.14
E01001952,Hammersmith and Fulham 024D,578252.51
E01000936,Camden 024A,578885.51
E01004552,Wandsworth 008C,579203.94
E01004497,Wandsworth 024C,579639.51
E01033093,Wandsworth 010F,580354.37
E01000237,Barnet 032A,580616.27
E01000530,Brent 033A,580643.84
E01001744,Hackney 021B,580892.35
E01001231,Ealing 027A,580992.03
E01000911,Camden 003B,581222.36
E01004487,Wandsworth 030C,581270.87
E01002853,Kensington and Chelsea 001B,581275.36
E01002693,Hounslow 029D,584103.98
E01003803,Richmond upon Thames 001G,584142.31
E01003110,Lambeth 002C,584738.90
E01002924,Kingston upon Thames 014E,584797.53
E01003127,Lambeth 010E,584988.87
E01004636,Wandsworth 028D,585242.63
E01000241,Barnet 031C,585294.08
E01004291,Tower Hamlets 027A,585587.48
E01000864,Camden 015A,585813.37
E01003810,Richmond upon Thames 019A,585946.81
E01000925,Camden 009D,586131.09
E01002337,Havering 012A,586521.45
E01004652,Westminster 017A,586671.58
E01000254,Barnet 001D,587278.54
E01002149,Harrow 004D,587300.67
E01001388,Ealing 028E,587335.17
E01033207,Lambeth 004F,587562.29
E01001862,Hammersmith and Fulham 005A,587715.75
E01000183,Barnet 033A,588089.66
E01003889,Richmond upon Thames 021D,588226.06
E01002257,Havering 019C,588237.87
E01001380,Ealing 040C,588325.90
E01004597,Wandsworth 025C,588665.96
E01001533,Enfield 028D,589367.88
E01004507,Wandsworth 014E,589537.96
E01032767,Tower Hamlets 021F,589770.79
E01001841,Hackney 022C,590096.51
E01002022,Haringey 021B,591654.94
E01033135,Wandsworth 010G,591663.67
E01003036,Lambeth 012C,591928.40
E01001997,Haringey 014D,592206.13
E01001865,Hammersmith and Fulham 008B,592670.84
E01003017,Lambeth 036D,592916.67
E01001855,Hammersmith and Fulham 010B,593096.99
E01004546,Wandsworth 027C,593818.29
E01001049,Croydon 023C,594125.19
E01001892,Hammersmith and Fulham 016D,594808.42
E01004686,Westminster 015E,595357.50
E01003078,Lambeth 014E,595727.27
E01002116,Harrow 002C,595863.41
E01002430,Hillingdon 007A,595872.90
E01000278,Barnet 020B,596341.42
E01001873,Hammersmith and Fulham 010E,596576.31
E01003748,Redbridge 001E,596767.12
E01003040,Lambeth 013D,597245.93
E01004258,Tower Hamlets 023D,597850.91
E01033570,Richmond upon Thames 004G,598950.45
E01001374,Ealing 040A,599042.80
E01001273,Ealing 020F,599078.04
E01001879,Hammersmith and Fulham 019A,599352.11
E01001943,Hammersmith and Fulham 004A,599484.79
E01003860,Richmond upon Thames 002E,599674.79
E01004572,Wandsworth 016A,600039.69
E01004623,Wandsworth 019E,600086.39
E01000693,Bromley 010A,600481.45
E01000479,Brent 009A,602475.76
E01001741,Hackney 009A,602522.26
E01004609,Wandsworth 010E,602522.32
E01003106,Lambeth 003C,602880.83
E01002461,Hillingdon 013A,603730.06
E01004314,Tower Hamlets 006B,603963.33
E01003998,Southwark 014D,604045.35
E01000146,Barnet 038D,604522.76
E01001888,Hammersmith and Fulham 018A,604778.83
E01001237,Ealing 031E,604972.84
E01000216,Barnet 035E,607396.15
E01002687,Hounslow 029A,607856.40
E01003458,Merton 006D,607873.80
E01004511,Wandsworth 010B,607992.73
E01001968,Haringey 014B,608731.55
E01001918,Hammersmith and Fulham 018D,608826.65
E01000956,Camden 022E,608955.13
E01000319,Barnet 027F,609125.77
E01004760,Westminster 014E,609346.03
E01002190,Harrow 009D,609449.03
E01004553,Wandsworth 015A,609540.40
E01002726,Islington 022F,610185.90
E01004506,Wandsworth 011A,610358.21
E01004618,Wandsworth 032D,610360.87
E01003887,Richmond upon Thames 021B,610424.74
E01001242,Ealing 024C,610509.47
E01001941,Hammersmith and Fulham 005C,611837.96
E01033746,Greenwich 038E,612029.10
E01002437,Hillingdon 006E,613033.53
E01003456,Merton 003C,613558.55
E01000923,Camden 003D,614108.69
E01003477,Merton 003E,615037.61
E01000943,Camden 025E,615137.45
E01000218,Barnet 037C,615550.74
E01000965,Camden 016C,616332.52
E01004752,Westminster 022D,616390.14
E01002692,Hounslow 029C,616516.80
E01002856,Kensington and Chelsea 004E,617116.98
E01004473,Wandsworth 026A,617286.97
E01001903,Hammersmith and Fulham 019D,618538.46
E01002702,Islington 023B,618596.43
E01000887,Camden 006B,618723.66
E01001864,Hammersmith and Fulham 006E,619516.49
E01000933,Camden 020C,619842.11
E01004585,Wandsworth 008D,619972.79
E01004741,Westminster 024F,621287.10
E01000961,Camden 017B,621933.16
E01000584,Brent 033E,622499.72
E01004590,Wandsworth 005B,622816.76
E01004740,Westminster 021A,622936.57
E01001816,Hackney 020D,623157.93
E01033101,Wandsworth 004F,623872.64
E01003929,Southwark 002B,624988.17
E01003112,Lambeth 002E,625517.50
E01003107,Lambeth 003D,626112.32
E01003808,Richmond upon Thames 005C,626172.64
E01002707,Islington 022B,627851.94
E01001932,Hammersmith and Fulham 011C,627924.99
E01004658,Westminster 012B,629203.11
E01032788,Hammersmith and Fulham 023D,629741.65
E01002721,Islington 014C,630060.34
E01002011,Haringey 030D,630332.52
E01004621,Wandsworth 019D,631377.13
E01002789,Islington 008D,631987.08
E01004742,Westminster 022A,632604.87
E01003401,Merton 004A,632670.70
E01003861,Richmond upon Thames 004C,632691.67
E01000698,Bromley 010B,632786.95
E01003445,Merton 010D,632894.67
E01002752,Islington 009E,632969.27
E01000649,Bromley 007B,633075.87
E01003457,Merton 006C,634117.71
E01002881,Kensington and Chelsea 005E,634967.86
E01004070,Southwark 031B,635426.77
E01002188,Harrow 016A,635553.03
E01000900,Camden 012A,635820.40
E01000217,Barnet 035F,636196.58
E01000856,Camden 019A,636307.31
E01002577,Hounslow 007C,636397.78
E01002576,Hounslow 008A,636913.56
E01003933,Southwark 034C,637077.38
E01002754,Islington 002B,638242.26
E01032772,Tower Hamlets 032C,638322.44
E01003951,Southwark 033E,639233.29
E01032638,Southwark 003G,640643.84
E01032740,City of London 001G,640746.09
E01003891,Richmond upon Thames 018D,641196.53
E01004569,Wandsworth 023A,641329.96
E01004589,Wandsworth 009E,641525.56
E01000815,Bromley 025E,641616.69
E01004277,Tower Hamlets 033A,641946.51
E01000558,Brent 015F,642197.99
E01000199,Barnet 025B,642241.79
E01001226,Ealing 019C,642492.72
E01002581,Hounslow 008D,642654.37
E01032637,Southwark 003F,642684.18
E01001779,Hackney 026A,643828.93
E01004579,Wandsworth 004B,644171.69
E01003039,Lambeth 013C,644768.13
E01001863,Hammersmith and Fulham 006D,644905.63
E01000870,Camden 009B,645696.72
E01001279,Ealing 013C,646444.33
E01004626,Wandsworth 027F,647361.44
E01003813,Richmond upon Thames 019B,647514.29
E01001228,Ealing 019E,647687.76
E01002689,Hounslow 007E,647727.80
E01003836,Richmond upon Thames 022C,648220.25
E01002711,Islington 021B,650824.15
E01001996,Haringey 014C,653928.12
E01002742,Islington 006A,654684.20
E01001902,Hammersmith and Fulham 019C,655056.42
E01003424,Merton 015B,655920.32
E01002696,Islington 020A,655933.41
E01000854,Camden 026D,656175.23
E01000969,Camden 010A,656303.30
E01001895,Hammersmith and Fulham 009A,656726.74
E01003157,Lambeth 023C,657138.45
E01004596,Wandsworth 020E,657882.84
E01000968,Camden 016E,658442.48
E01000200,Barnet 028B,659496.59
E01003780,Redbridge 014G,659776.44
E01003881,Richmond upon Thames 016B,660031.26
E01002785,Islington 008B,660052.25
E01002706,Islington 023E,660711.93
E01033593,Westminster 015F,661158.07
E01001230,Ealing 031B,661826.53
E01001963,Haringey 009A,662079.19
E01003030,Lambeth 019D,662595.62
E01002580,Hounslow 008C,662772.43
E01003913,Southwark 024A,662841.15
E01003747,Redbridge 001D,662852.63
E01003032,Lambeth 017B,663154.78
E01003866,Richmond upon Thames 007A,666114.45
E01000181,Barnet 029D,666169.10
E01004620,Wandsworth 019C,666186.07
E01001986,Haringey 034A,666787.60
E01002566,Hounslow 003C,667224.12
E01002867,Kensington and Chelsea 009C,667641.16
E01033708,Hackney 027G,667851.43
E01001584,Greenwich 021D,668238.03
E01002023,Haringey 021C,668304.76
E01004606,Wandsworth 006C,669007.83
E01001819,Hackney 020E,670077.22
E01000688,Bromley 037E,671263.86
E01033098,Wandsworth 002F,672486.34
E01004711,Westminster 002E,673072.89
E01003871,Richmond upon Thames 007C,673825.54
E01001225,Ealing 020C,675880.63
E01032739,City of London 001F,677466.38
E01004588,Wandsworth 008E,677878.20
E01002024,Haringey 022D,678361.22
E01004566,Wandsworth 001B,678627.76
E01000145,Barnet 037A,678916.21
E01004583,Wandsworth 001D,679128.24
E01002795,Islington 013D,680869.66
E01000204,Barnet 025C,680993.48
E01004608,Wandsworth 006E,681112.70
E01032646,Southwark 003I,681688.62
E01001884,Hammersmith and Fulham 017E,681904.67
E01000242,Barnet 032B,681991.25
E01000493,Brent 030D,682839.67
E01004697,Westminster 016D,683331.77
E01001917,Hammersmith and Fulham 018C,683398.56
E01001382,Ealing 032B,684828.86
E01003847,Richmond upon Thames 002B,684836.61
E01002769,Islington 008A,685299.64
E01004605,Wandsworth 006B,685536.63
E01000962,Camden 016A,686494.73
E01004659,Westminster 008A,687903.37
E01000264,Barnet 016D,688925.04
E01002843,Kensington and Chelsea 021D,689310.35
E01004549,Wandsworth 027D,689510.43
E01000916,Camden 027B,689783.49
E01002704,Islington 023D,690427.20
E01001935,Hammersmith and Fulham 023A,690611.61
E01004639,Wandsworth 011C,690738.24
E01000290,Barnet 007F,692169.73
E01004504,Wandsworth 020C,692256.99
E01004594,Wandsworth 020D,693208.10
E01000560,Brent 023D,693905.93
E01000866,Camden 009A,698306.46
E01004547,Wandsworth 029C,698656.63
E01002724,Islington 022D,699612.94
E01004644,Wandsworth 016D,699696.42
E01000001,City of London 001A,700060.97
E01003016,Lambeth 036C,700260.21
E01001829,Hackney 009C,700351.93
E01002840,Kensington and Chelsea 021A,700741.37
E01002745,Islington 013C,700860.64
E01004640,Wandsworth 011D,701671.75
E01001906,Hammersmith and Fulham 022C,702077.03
E01004472,Wandsworth 021A,702833.36
E01000261,Barnet 017C,703078.38
E01000555,Brent 015C,704328.62
E01003402,Merton 004B,704374.31
E01004602,Wandsworth 010C,706422.03
E01000202,Barnet 028D,706699.55
E01002858,Kensington and Chelsea 014C,707230.92
E01000914,Camden 028B,707245.27
E01000696,Bromley 007E,708553.28
E01000927,Camden 007F,709025.81
E01002803,Islington 020E,709291.69
E01002112,Harrow 001A,709616.10
E01001352,Ealing 027D,710690.87
E01001889,Hammersmith and Fulham 014A,710932.86
E01001882,Hammersmith and Fulham 017C,711743.78
E01033494,Islington 006G,711995.91
E01001881,Hammersmith and Fulham 017B,713143.80
E01002738,Islington 009A,713359.11
E01004072,Southwark 030E,713791.35
E01004514,Wandsworth 012C,714136.67
E01002727,Islington 021C,715622.66
E01000580,Brent 032B,716328.09
E01000960,Camden 017A,718008.17
E01004706,Westminster 006B,718273.49
E01000851,Camden 026B,718299.77
E01001953,Hammersmith and Fulham 021F,719314.07
E01001883,Hammersmith and Fulham 017D,719525.67
E01001956,Hammersmith and Fulham 003B,719730.42
E01004681,Westminster 016A,720257.75
E01001896,Hammersmith and Fulham 009B,720881.24
E01033603,Westminster 009I,721524.91
E01033489,Islington 022G,721572.97
E01001386,Ealing 031F,721800.78
E01004558,Wandsworth 015C,722618.44
E01002582,Hounslow 008E,723302.06
E01000144,Barnet 038C,723942.13
E01002739,Islington 013A,723982.73
E01000873,Camden 005C,724644.68
E01003868,Richmond upon Thames 007B,724935.78
E01000583,Brent 032D,725646.10
E01000845,Camden 014B,726130.64
E01001985,Haringey 033B,729360.11
E01002893,Kensington and Chelsea 017C,729458.78
E01002951,Kingston upon Thames 003C,729898.11
E01004512,Wandsworth 019B,730241.65
E01003894,Richmond upon Thames 009C,733407.25
E01003400,Merton 003A,733478.02
E01004747,Westminster 021E,733833.20
E01004651,Westminster 003A,734508.76
E01032572,Ealing 040D,734964.21
E01003857,Richmond upon Thames 003F,735088.46
E01001904,Hammersmith and Fulham 022A,735380.79
E01000964,Camden 016B,735709.54
E01002271,Havering 015B,736271.31
E01003472,Merton 001A,737702.78
E01003893,Richmond upon Thames 009B,738879.12
E01004743,Westminster 021B,741759.34
E01001856,Hammersmith and Fulham 010C,742210.11
E01000488,Brent 022A,742712.71
E01000266,Barnet 011B,742759.28
E01002476,Hillingdon 001C,743244.03
E01002908,Kensington and Chelsea 003D,743277.11
E01003804,Richmond upon Thames 005A,744045.32
E01002851,Kensington and Chelsea 015D,745020.81
E01003038,Lambeth 013B,745906.73
E01004656,Westminster 014D,746041.07
E01001967,Haringey 014A,746138.57
E01001920,Hammersmith and Fulham 020A,746607.56
E01003026,Lambeth 019A,746751.18
E01003859,Richmond upon Thames 005E,746767.34
E01003822,Richmond upon Thames 023A,747164.86
E01004577,Wandsworth 003C,747304.60
E01001223,Ealing 020B,747939.72
E01000210,Barnet 033E,748196.19
E01033606,Westminster 014F,749479.02
E01003852,Richmond upon Thames 003A,750052.07
E01000214,Barnet 038E,750648.40
E01002569,Hounslow 001A,751777.73
E01002841,Kensington and Chelsea 021B,751921.90
E01002842,Kensington and Chelsea 021C,751921.90
E01004629,Wandsworth 020F,752648.27
E01001642,Greenwich 038C,752973.46
E01002743,Islington 009C,753063.48
E01002718,Islington 014B,754392.12
E01000140,Barnet 041C,754581.26
E01004560,Wandsworth 001A,755019.85
E01004753,Westminster 022E,755863.71
E01002869,Kensington and Chelsea 009E,757820.68
E01002870,Kensington and Chelsea 005A,757820.68
E01002796,Islington 013E,759140.20
E01002570,Hounslow 001B,761144.74
E01000225,Barnet 037F,762806.83
E01000188,Barnet 014C,762858.95
E01000276,Barnet 020A,765053.72
E01003028,Lambeth 019C,767718.27
E01004542,Wandsworth 021D,769053.13
E01002846,Kensington and Chelsea 017A,770377.48
E01001994,Haringey 030A,770513.66
E01002699,Islington 017B,770740.62
E01004073,Southwark 031C,773397.75
E01001853,Hammersmith and Fulham 007B,773443.12
E01002798,Islington 018C,773733.22
E01003821,Richmond upon Thames 008A,773828.93
E01004599,Wandsworth 025E,773890.08
E01004684,Westminster 015C,775419.32
E01002270,Havering 015A,777169.76
E01003010,Kingston upon Thames 001E,777756.39
